@relation powersupply
@attribute width  numeric
@attribute height numeric
@attribute color  {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}
@data
0.353881,0.369159,18
0.36758,0.38785,19
0.381279,0.369159,20
0.36758,0.383178,21
0.408676,0.434579,22
0.381279,0.38785,23
0.299087,0.341121,0
0.244292,0.242991,1
0.203196,0.238318,2
0.184932,0.205607,3
0.180365,0.196262,4
0.180365,0.200935,5
0.121005,0.126168,6
0.130137,0.149533,7
0.166667,0.182243,8
0.239726,0.238318,9
0.294521,0.303738,10
0.303653,0.327103,11
0.303653,0.341121,12
0.285388,0.285047,13
0.23516,0.266355,14
0.216895,0.247664,15
0.216895,0.228972,16
0.226027,0.252336,17
0.244292,0.271028,18
0.267123,0.303738,19
0.326484,0.350467,20
0.413242,0.448598,21
0.381279,0.411215,22
0.372146,0.392523,23
0.289954,0.313084,0
0.253425,0.205607,1
0.184932,0.196262,2
0.166667,0.186916,3
0.166667,0.191589,4
0.166667,0.205607,5
0.157534,0.196262,6
0.308219,0.350467,7
0.550228,0.551402,8
0.633333,0.654206,9
0.678995,0.700935,10
0.665297,0.668224,11
0.615068,0.654206,12
0.56484,0.593458,13
0.587671,0.584112,14
0.592237,0.630841,15
0.614155,0.616822,16
0.527397,0.556075,17
0.49726,0.514019,18
0.471233,0.509346,19
0.450685,0.457944,20
0.455251,0.481308,21
0.513242,0.514019,22
0.46895,0.457944,23
0.373059,0.341121,0
0.286301,0.280374,1
0.249772,0.247664,2
0.217808,0.228972,3
0.226941,0.228972,4
0.231507,0.238318,5
0.213242,0.224299,6
0.354795,0.378505,7
0.555708,0.574766,8
0.656164,0.691589,9
0.674429,0.696262,10
0.69726,0.71028,11
0.647032,0.663551,12
0.605936,0.607477,13
0.587671,0.607477,14
0.60137,0.626168,15
0.60137,0.626168,16
0.583105,0.602804,17
0.537443,0.556075,18
0.523744,0.546729,19
0.491781,0.504673,20
0.491781,0.509346,21
0.528311,0.565421,22
0.488584,0.485981,23
0.401826,0.369159,0
0.296804,0.313084,1
0.260274,0.247664,2
0.242009,0.242991,3
0.223744,0.228972,4
0.223744,0.252336,5
0.237443,0.238318,6
0.360731,0.369159,7
0.557078,0.584112,8
0.666667,0.691589,9
0.684932,0.705607,10
0.671233,0.705607,11
0.648402,0.658879,12
0.598174,0.61215,13
0.607306,0.626168,14
0.611872,0.630841,15
0.625571,0.649533,16
0.579909,0.61215,17
0.557078,0.584112,18
0.543379,0.556075,19
0.506849,0.509346,20
0.497717,0.495327,21
0.515982,0.542056,22
0.474886,0.462617,23
0.351598,0.359813,0
0.273973,0.303738,1
0.246575,0.247664,2
0.205479,0.233645,3
0.191781,0.21028,4
0.228311,0.252336,5
0.238356,0.247664,6
0.383562,0.406542,7
0.547945,0.570093,8
0.652968,0.668224,9
0.69863,0.705607,10
0.675799,0.696262,11
0.639269,0.64486,12
0.598174,0.602804,13
0.598174,0.616822,14
0.639269,0.649533,15
0.630137,0.626168,16
0.575342,0.579439,17
0.543379,0.542056,18
0.520548,0.537383,19
0.461187,0.476636,20
0.479452,0.490654,21
0.534247,0.546729,22
0.452055,0.46729,23
0.360731,0.369159,0
0.278539,0.299065,1
0.219178,0.266355,2
0.232877,0.242991,3
0.223744,0.257009,4
0.223744,0.257009,5
0.219178,0.247664,6
0.365297,0.411215,7
0.561644,0.598131,8
0.671233,0.686916,9
0.671233,0.686916,10
0.675799,0.719626,11
0.647489,0.584112,12
0.578995,0.584112,13
0.601826,0.61215,14
0.629224,0.649533,15
0.615525,0.630841,16
0.574429,0.598131,17
0.547032,0.579439,18
0.542466,0.542056,19
0.469406,0.490654,20
0.492237,0.481308,21
0.505936,0.528037,22
0.455708,0.448598,23
0.350685,0.373832,0
0.300457,0.308411,1
0.250228,0.271028,2
0.254795,0.238318,3
0.222831,0.228972,4
0.227397,0.242991,5
0.186301,0.214953,6
0.241096,0.271028,7
0.391781,0.397196,8
0.478539,0.490654,9
0.533333,0.556075,10
0.483105,0.5,11
0.451142,0.481308,12
0.382648,0.401869,13
0.336986,0.364486,14
0.350685,0.359813,15
0.378082,0.373832,16
0.350685,0.369159,17
0.350685,0.373832,18
0.396347,0.415888,19
0.396347,0.397196,20
0.460274,0.476636,21
0.432877,0.439252,22
0.378082,0.373832,23
0.286758,0.32243,0
0.257534,0.271028,1
0.211872,0.233645,2
0.198174,0.205607,3
0.184475,0.191589,4
0.175342,0.182243,5
0.097717,0.121495,6
0.134247,0.130841,7
0.170776,0.168224,8
0.266667,0.266355,9
0.316895,0.317757,10
0.33516,0.341121,11
0.33516,0.341121,12
0.307763,0.299065,13
0.266667,0.271028,14
0.271233,0.275701,15
0.2621,0.261682,16
0.243836,0.252336,17
0.2621,0.266355,18
0.316895,0.32243,19
0.362557,0.369159,20
0.463014,0.457944,21
0.417352,0.411215,22
0.376256,0.383178,23
0.289498,0.294393,0
0.221005,0.233645,1
0.216438,0.200935,2
0.198174,0.186916,3
0.179909,0.186916,4
0.198174,0.196262,5
0.173059,0.186916,6
0.373973,0.32243,7
0.53379,0.542056,8
0.657078,0.67757,9
0.670776,0.672897,10
0.657078,0.663551,11
0.657078,0.658879,12
0.588584,0.593458,13
0.579452,0.588785,14
0.597717,0.61215,15
0.588584,0.607477,16
0.556621,0.630841,17
0.524658,0.509346,18
0.506393,0.523364,19
0.465297,0.457944,20
0.451598,0.46729,21
0.515525,0.504673,22
0.442466,0.443925,23
0.342009,0.345794,0
0.275799,0.275701,1
0.248402,0.242991,2
0.207306,0.219626,3
0.216438,0.21028,4
0.221005,0.228972,5
0.207306,0.205607,6
0.348858,0.38785,7
0.56347,0.560748,8
0.682192,0.686916,9
0.668493,0.724299,10
0.654795,0.67757,11
0.63653,0.640187,12
0.590868,0.574766,13
0.590868,0.607477,14
0.609132,0.630841,15
0.622831,0.626168,16
0.568037,0.588785,17
0.549772,0.560748,18
0.526941,0.528037,19
0.476712,0.490654,20
0.485845,0.490654,21
0.517808,0.542056,22
0.453881,0.457944,23
0.371689,0.350467,0
0.271233,0.266355,1
0.221005,0.238318,2
0.207306,0.205607,3
0.230137,0.186916,4
0.225571,0.238318,5
0.216438,0.224299,6
0.380822,0.378505,7
0.581735,0.588785,8
0.650228,0.682243,9
0.698174,0.714953,10
0.661644,0.705607,11
0.602283,0.649533,12
0.593151,0.61215,13
0.588584,0.616822,14
0.615982,0.630841,15
0.631963,0.635514,16
0.581735,0.593458,17
0.568037,0.574766,18
0.536073,0.556075,19
0.485845,0.518692,20
0.490411,0.5,21
0.513242,0.518692,22
0.472146,0.448598,23
0.376256,0.336449,0
0.303653,0.266355,1
0.230594,0.238318,2
0.221461,0.224299,3
0.214612,0.205607,4
0.242009,0.238318,5
0.232877,0.224299,6
0.388128,0.411215,7
0.607306,0.635514,8
0.726027,0.742991,9
0.767123,0.803738,10
0.771689,0.780374,11
0.739726,0.747664,12
0.6621,0.686916,13
0.680365,0.668224,14
0.689498,0.686916,15
0.730594,0.738318,16
0.671233,0.696262,17
0.598174,0.602804,18
0.570776,0.574766,19
0.538813,0.53271,20
0.525114,0.518692,21
0.515982,0.537383,22
0.461187,0.457944,23
0.369863,0.369159,0
0.315068,0.303738,1
0.255708,0.242991,2
0.237443,0.228972,3
0.237443,0.228972,4
0.237443,0.252336,5
0.228311,0.219626,6
0.383562,0.415888,7
0.561644,0.61215,8
0.69863,0.691589,9
0.716895,0.700935,10
0.69863,0.682243,11
0.6621,0.658879,12
0.607306,0.61215,13
0.589041,0.621495,14
0.643836,0.640187,15
0.639269,0.635514,16
0.643836,0.588785,17
0.547945,0.542056,18
0.547945,0.542056,19
0.506849,0.476636,20
0.474886,0.448598,21
0.525114,0.504673,22
0.484018,0.471963,23
0.376712,0.383178,0
0.312785,0.313084,1
0.257991,0.266355,2
0.23516,0.242991,3
0.230594,0.233645,4
0.239726,0.247664,5
0.171233,0.17757,6
0.276256,0.285047,7
0.394977,0.411215,8
0.477169,0.523364,9
0.513699,0.523364,10
0.477169,0.490654,11
0.472603,0.46729,12
0.399543,0.378505,13
0.36758,0.378505,14
0.36758,0.378505,15
0.372146,0.383178,16
0.349315,0.359813,17
0.363014,0.373832,18
0.376712,0.397196,19
0.372146,0.406542,20
0.381279,0.406542,21
0.431507,0.434579,22
0.390411,0.373832,23
0.312785,0.313084,0
0.280822,0.261682,1
0.226027,0.233645,2
0.19863,0.219626,3
0.189498,0.21028,4
0.189498,0.205607,5
0.111872,0.126168,6
0.107306,0.121495,7
0.209589,0.191589,8
0.282648,0.233645,9
0.333333,0.32243,10
0.337443,0.336449,11
0.332877,0.331776,12
0.300913,0.303738,13
0.26895,0.266355,14
0.250685,0.252336,15
0.241553,0.224299,16
0.245662,0.242991,17
0.227854,0.252336,18
0.253425,0.261682,19
0.294521,0.327103,20
0.349315,0.369159,21
0.422374,0.443925,22
0.372146,0.378505,23
0.308219,0.32243,0
0.241096,0.257009,1
0.213699,0.233645,2
0.195434,0.196262,3
0.195434,0.205607,4
0.195434,0.242991,5
0.181735,0.233645,6
0.396347,0.345794,7
0.528767,0.570093,8
0.679452,0.686916,9
0.688584,0.705607,10
0.684018,0.696262,11
0.674886,0.67757,12
0.624658,0.626168,13
0.638356,0.654206,14
0.647489,0.67757,15
0.674886,0.691589,16
0.606393,0.630841,17
0.569863,0.602804,18
0.551598,0.574766,19
0.487671,0.490654,20
0.473973,0.490654,21
0.547032,0.556075,22
0.46484,0.453271,23
0.373516,0.383178,0
0.305023,0.303738,1
0.273973,0.280374,2
0.246575,0.257009,3
0.237443,0.257009,4
0.278539,0.285047,5
0.246575,0.238318,6
0.420091,0.359813,7
0.579909,0.598131,8
0.730594,0.742991,9
0.721461,0.757009,10
0.73516,0.752336,11
0.730594,0.705607,12
0.639269,0.67757,13
0.680365,0.686916,14
0.680365,0.700935,15
0.689498,0.71028,16
0.643836,0.654206,17
0.589041,0.579439,18
0.598174,0.61215,19
0.493151,0.495327,20
0.474886,0.485981,21
0.534247,0.53271,22
0.474886,0.476636,23
0.369863,0.383178,0
0.315982,0.32243,1
0.284018,0.285047,2
0.247489,0.257009,3
0.247489,0.257009,4
0.261187,0.266355,5
0.23379,0.257009,6
0.424658,0.46729,7
0.652968,0.663551,8
0.739726,0.761682,9
0.739726,0.766355,10
0.743379,0.757009,11
0.734247,0.738318,12
0.631507,0.663551,13
0.657534,0.686916,14
0.684932,0.700935,15
0.689498,0.691589,16
0.657534,0.668224,17
0.599543,0.626168,18
0.563014,0.574766,19
0.544749,0.551402,20
0.535616,0.584112,21
0.544749,0.560748,22
0.480822,0.490654,23
0.389954,0.392523,0
0.312329,0.317757,1
0.289498,0.28972,2
0.252968,0.252336,3
0.243836,0.247664,4
0.266667,0.285047,5
0.289498,0.266355,6
0.508676,0.514019,7
0.604566,0.598131,8
0.723288,0.733645,9
0.748402,0.752336,10
0.743836,0.747664,11
0.727854,0.696262,12
0.654795,0.672897,13
0.675799,0.691589,14
0.69863,0.724299,15
0.716895,0.738318,16
0.66758,0.682243,17
0.706393,0.626168,18
0.583105,0.570093,19
0.510046,0.518692,20
0.512329,0.528037,21
0.56347,0.593458,22
0.492694,0.504673,23
0.397717,0.406542,0
0.338356,0.350467,1
0.292694,0.299065,2
0.274429,0.275701,3
0.260731,0.271028,4
0.278995,0.294393,5
0.247032,0.275701,6
0.438813,0.434579,7
0.648858,0.61215,8
0.73105,0.742991,9
0.76758,0.771028,10
0.763014,0.766355,11
0.73105,0.728972,12
0.685388,0.691589,13
0.694521,0.705607,14
0.685388,0.700935,15
0.694521,0.714953,16
0.647945,0.668224,17
0.600913,0.621495,18
0.559817,0.588785,19
0.487215,0.509346,20
0.482648,0.504673,21
0.510046,0.518692,22
0.46895,0.495327,23
0.386758,0.401869,0
0.327397,0.341121,1
0.277169,0.294393,2
0.254338,0.266355,3
0.245205,0.266355,4
0.254338,0.275701,5
0.213242,0.233645,6
0.309132,0.327103,7
0.400457,0.425234,8
0.519178,0.551402,9
0.532877,0.560748,10
0.528311,0.556075,11
0.473516,0.5,12
0.459817,0.46729,13
0.377626,0.411215,14
0.373059,0.392523,15
0.377626,0.38785,16
0.368493,0.38785,17
0.39589,0.392523,18
0.400457,0.401869,19
0.363927,0.364486,20
0.350228,0.373832,21
0.459817,0.462617,22
0.391324,0.411215,23
0.33653,0.35514,0
0.272603,0.299065,1
0.240639,0.257009,2
0.208676,0.21028,3
0.194977,0.21028,4
0.199543,0.219626,5
0.117352,0.130841,6
0.149315,0.158879,7
0.223288,0.205607,8
0.278082,0.266355,9
0.337443,0.32243,10
0.33653,0.336449,11
0.327397,0.327103,12
0.290868,0.294393,13
0.272603,0.271028,14
0.26347,0.266355,15
0.258904,0.257009,16
0.254338,0.252336,17
0.245205,0.252336,18
0.26347,0.257009,19
0.280822,0.308411,20
0.308219,0.331776,21
0.426941,0.453271,22
0.417808,0.415888,23
0.33105,0.345794,0
0.303653,0.28972,1
0.257991,0.252336,2
0.221461,0.228972,3
0.212329,0.228972,4
0.207763,0.242991,5
0.184932,0.228972,6
0.33105,0.359813,7
0.550228,0.593458,8
0.664384,0.696262,9
0.691781,0.728972,10
0.682648,0.742991,11
0.66895,0.719626,12
0.63242,0.691589,13
0.646119,0.672897,14
0.653425,0.691589,15
0.694521,0.714953,16
0.630594,0.663551,17
0.589498,0.626168,18
0.566667,0.598131,19
0.511872,0.518692,20
0.589498,0.616822,21
0.507306,0.546729,22
0.42968,0.476636,23
0.342922,0.364486,0
0.301826,0.32243,1
0.269863,0.299065,2
0.242466,0.275701,3
0.251598,0.285047,4
0.269863,0.308411,5
0.247032,0.28972,6
0.384018,0.411215,7
0.594064,0.640187,8
0.727397,0.761682,9
0.745662,0.771028,10
0.749315,0.766355,11
0.685388,0.71028,12
0.616895,0.668224,13
0.630594,0.682243,14
0.676256,0.705607,15
0.671689,0.728972,16
0.621461,0.663551,17
0.571233,0.616822,18
0.589498,0.588785,19
0.461644,0.509346,20
0.470776,0.518692,21
0.539269,0.584112,22
0.46621,0.518692,23
0.379452,0.411215,0
0.329224,0.341121,1
0.269863,0.308411,2
0.251598,0.275701,3
0.247032,0.285047,4
0.247032,0.28972,5
0.219635,0.275701,6
0.379452,0.406542,7
0.530137,0.551402,8
0.661644,0.705607,9
0.70274,0.724299,10
0.698174,0.728972,11
0.670776,0.686916,12
0.620548,0.640187,13
0.634247,0.649533,14
0.658904,0.67757,15
0.640639,0.682243,16
0.606393,0.626168,17
0.569863,0.560748,18
0.515068,0.560748,19
0.442009,0.481308,20
0.437443,0.453271,21
0.50137,0.53271,22
0.455708,0.485981,23
0.355251,0.378505,0
0.29589,0.32243,1
0.259361,0.294393,2
0.222831,0.271028,3
0.23653,0.261682,4
0.263927,0.299065,5
0.23653,0.280374,6
0.382648,0.415888,7
0.560731,0.565421,8
0.72968,0.766355,9
0.757078,0.785047,10
0.798174,0.836449,11
0.757078,0.771028,12
0.647489,0.682243,13
0.638356,0.672897,14
0.652055,0.67757,15
0.647489,0.668224,16
0.59726,0.621495,17
0.547032,0.584112,18
0.505936,0.546729,19
0.428311,0.415888,20
0.423744,0.448598,21
0.510502,0.528037,22
0.455708,0.457944,23
0.355251,0.378505,0
0.268493,0.308411,1
0.254795,0.261682,2
0.231963,0.238318,3
0.23653,0.238318,4
0.227397,0.247664,5
0.209132,0.21028,6
0.350685,0.397196,7
0.560731,0.593458,8
0.652055,0.686916,9
0.67032,0.714953,10
0.67032,0.700935,11
0.638356,0.654206,12
0.588128,0.602804,13
0.606393,0.626168,14
0.624658,0.654206,15
0.629224,0.64486,16
0.588128,0.602804,17
0.542466,0.556075,18
0.510502,0.523364,19
0.437443,0.462617,20
0.446575,0.457944,21
0.50137,0.518692,22
0.442009,0.448598,23
0.355251,0.364486,0
0.29589,0.313084,1
0.241096,0.261682,2
0.227397,0.238318,3
0.23653,0.233645,4
0.227397,0.247664,5
0.168037,0.186916,6
0.254795,0.294393,7
0.382648,0.406542,8
0.46484,0.485981,9
0.492237,0.518692,10
0.478539,0.509346,11
0.451142,0.46729,12
0.373516,0.401869,13
0.314155,0.350467,14
0.341553,0.373832,15
0.346119,0.369159,16
0.336986,0.364486,17
0.336986,0.364486,18
0.359817,0.383178,19
0.341553,0.359813,20
0.33242,0.350467,21
0.391781,0.406542,22
0.350685,0.359813,23
0.277626,0.299065,0
0.268493,0.261682,1
0.250228,0.214953,2
0.231963,0.21028,3
0.209132,0.214953,4
0.177169,0.21028,5
0.117808,0.116822,6
0.131507,0.154206,7
0.16347,0.182243,8
0.218265,0.219626,9
0.273059,0.294393,10
0.29589,0.313084,11
0.29589,0.299065,12
0.263927,0.266355,13
0.250228,0.242991,14
0.227397,0.233645,15
0.209132,0.228972,16
0.218265,0.224299,17
0.204566,0.21028,18
0.231963,0.242991,19
0.26621,0.280374,20
0.263927,0.285047,21
0.380365,0.401869,22
0.334703,0.364486,23
0.293607,0.313084,0
0.238813,0.247664,1
0.202283,0.219626,2
0.188584,0.196262,3
0.179452,0.191589,4
0.202283,0.214953,5
0.188584,0.214953,6
0.307306,0.308411,7
0.480822,0.481308,8
0.56758,0.584112,9
0.588128,0.61215,10
0.592694,0.602804,11
0.588128,0.565421,12
0.524201,0.537383,13
0.519635,0.546729,14
0.524201,0.556075,15
0.5379,0.556075,16
0.528767,0.528037,17
0.473973,0.5,18
0.446575,0.476636,19
0.400913,0.429907,20
0.391781,0.397196,21
0.460274,0.481308,22
0.400913,0.420561,23
0.323288,0.32243,0
0.273059,0.280374,1
0.23653,0.233645,2
0.209132,0.224299,3
0.204566,0.21028,4
0.209132,0.242991,5
0.168037,0.182243,6
0.23653,0.257009,7
0.358447,0.373832,8
0.440639,0.481308,9
0.469406,0.490654,10
0.46484,0.509346,11
0.455708,0.476636,12
0.396347,0.429907,13
0.400913,0.415888,14
0.396347,0.406542,15
0.387215,0.411215,16
0.364384,0.392523,17
0.359817,0.383178,18
0.382648,0.383178,19
0.346119,0.364486,20
0.359817,0.373832,21
0.428311,0.448598,22
0.373516,0.383178,23
0.33242,0.327103,0
0.300457,0.28972,1
0.250228,0.242991,2
0.204566,0.219626,3
0.204566,0.219626,4
0.231963,0.233645,5
0.168037,0.21028,6
0.33242,0.359813,7
0.505936,0.570093,8
0.615525,0.64486,9
0.652055,0.682243,10
0.656621,0.67757,11
0.615525,0.649533,12
0.556164,0.579439,13
0.578995,0.635514,14
0.574429,0.630841,15
0.578995,0.61215,16
0.578995,0.598131,17
0.560731,0.570093,18
0.551598,0.565421,19
0.455708,0.485981,20
0.446575,0.471963,21
0.478539,0.509346,22
0.423744,0.448598,23
0.336986,0.359813,0
0.286758,0.303738,1
0.23653,0.261682,2
0.218265,0.242991,3
0.218265,0.247664,4
0.222831,0.261682,5
0.213699,0.224299,6
0.350685,0.415888,7
0.542466,0.598131,8
0.647489,0.663551,9
0.697717,0.71028,10
0.674886,0.686916,11
0.638356,0.654206,12
0.583562,0.598131,13
0.588128,0.61215,14
0.606393,0.635514,15
0.601826,0.635514,16
0.574429,0.602804,17
0.578995,0.593458,18
0.551598,0.560748,19
0.487671,0.490654,20
0.469406,0.485981,21
0.50137,0.509346,22
0.437443,0.448598,23
0.346119,0.359813,0
0.282192,0.299065,1
0.23653,0.252336,2
0.227397,0.238318,3
0.227397,0.238318,4
0.23653,0.257009,5
0.213699,0.247664,6
0.378082,0.425234,7
0.560731,0.584112,8
0.702283,0.696262,9
0.711416,0.733645,10
0.715982,0.724299,11
0.656621,0.668224,12
0.583562,0.607477,13
0.56758,0.598131,14
0.608676,0.616822,15
0.583562,0.607477,16
0.478539,0.570093,17
0.5379,0.565421,18
0.510502,0.523364,19
0.414612,0.476636,20
0.451142,0.471963,21
0.437443,0.476636,22
0.405479,0.415888,23
0.309589,0.336449,0
0.273059,0.294393,1
0.227397,0.252336,2
0.218265,0.219626,3
0.204566,0.219626,4
0.209132,0.233645,5
0.181735,0.182243,6
0.218265,0.247664,7
0.314155,0.397196,8
0.410046,0.476636,9
0.487671,0.509346,10
0.469406,0.490654,11
0.432877,0.453271,12
0.387215,0.383178,13
0.346119,0.341121,14
0.336986,0.350467,15
0.33242,0.350467,16
0.334703,0.341121,17
0.330137,0.345794,18
0.357534,0.369159,19
0.352968,0.369159,20
0.334703,0.350467,21
0.394064,0.406542,22
0.339269,0.336449,23
0.275342,0.257009,0
0.247945,0.242991,1
0.22968,0.214953,2
0.193151,0.182243,3
0.179452,0.182243,4
0.188584,0.182243,5
0.113242,0.084112,6
0.147489,0.130841,7
0.17032,0.158879,8
0.215982,0.224299,9
0.275342,0.28972,10
0.307306,0.299065,11
0.311872,0.345794,12
0.279909,0.275701,13
0.262557,0.266355,14
0.253425,0.247664,15
0.23516,0.261682,16
0.257534,0.238318,17
0.271233,0.266355,18
0.271233,0.266355,19
0.316895,0.275701,20
0.326027,0.313084,21
0.407763,0.392523,22
0.380365,0.331776,23
0.289041,0.28972,0
0.247945,0.233645,1
0.211416,0.200935,2
0.197717,0.186916,3
0.197717,0.186916,4
0.220548,0.21028,5
0.202283,0.219626,6
0.330137,0.32243,7
0.512785,0.53271,8
0.636073,0.654206,9
0.631507,0.663551,10
0.654338,0.663551,11
0.608676,0.61215,12
0.544749,0.560748,13
0.563014,0.570093,14
0.585845,0.598131,15
0.585845,0.598131,16
0.53105,0.542056,17
0.494521,0.523364,18
0.485388,0.490654,19
0.43516,0.429907,20
0.43516,0.429907,21
0.494521,0.485981,22
0.426027,0.420561,23
0.348402,0.331776,0
0.298174,0.28972,1
0.252511,0.247664,2
0.220548,0.233645,3
0.22968,0.219626,4
0.243379,0.233645,5
0.220548,0.219626,6
0.334703,0.35514,7
0.503653,0.485981,8
0.640639,0.649533,9
0.668037,0.672897,10
0.668037,0.668224,11
0.645205,0.658879,12
0.576712,0.588785,13
0.585845,0.588785,14
0.594977,0.598131,15
0.594977,0.607477,16
0.563014,0.565421,17
0.540183,0.537383,18
0.508219,0.518692,19
0.444292,0.439252,20
0.43516,0.434579,21
0.489954,0.485981,22
0.421461,0.443925,23
0.352968,0.341121,0
0.284475,0.275701,1
0.247945,0.238318,2
0.234247,0.219626,3
0.225114,0.214953,4
0.234247,0.233645,5
0.22968,0.224299,6
0.348402,0.35514,7
0.563014,0.53271,8
0.66347,0.630841,9
0.677169,0.67757,10
0.681735,0.691589,11
0.66347,0.621495,12
0.576712,0.560748,13
0.585845,0.593458,14
0.613242,0.626168,15
0.608676,0.640187,16
0.594977,0.588785,17
0.56758,0.570093,18
0.563014,0.546729,19
0.476256,0.490654,20
0.476256,0.476636,21
0.489954,0.481308,22
0.421461,0.434579,23
0.343836,0.336449,0
0.279909,0.275701,1
0.247945,0.233645,2
0.234247,0.219626,3
0.234247,0.219626,4
0.247945,0.233645,5
0.206849,0.214953,6
0.366667,0.35514,7
0.563014,0.509346,8
0.672603,0.682243,9
0.7,0.719626,10
0.695434,0.71028,11
0.668037,0.691589,12
0.590411,0.588785,13
0.585845,0.588785,14
0.599543,0.61215,15
0.615525,0.616822,16
0.5379,0.546729,17
0.517352,0.53271,18
0.512785,0.514019,19
0.462557,0.46729,20
0.471689,0.476636,21
0.494521,0.504673,22
0.384932,0.425234,23
0.348402,0.341121,0
0.279909,0.285047,1
0.247945,0.252336,2
0.22968,0.224299,3
0.234247,0.224299,4
0.243379,0.247664,5
0.206849,0.224299,6
0.339269,0.350467,7
0.517352,0.528037,8
0.626941,0.672897,9
0.66347,0.682243,10
0.668037,0.682243,11
0.613242,0.630841,12
0.556621,0.584112,13
0.547489,0.574766,14
0.57032,0.598131,15
0.597717,0.616822,16
0.556621,0.579439,17
0.515525,0.542056,18
0.488128,0.504673,19
0.451598,0.448598,20
0.451598,0.439252,21
0.501826,0.5,22
0.4379,0.434579,23
0.360274,0.35514,0
0.310046,0.303738,1
0.26895,0.257009,2
0.250685,0.238318,3
0.246119,0.238318,4
0.241553,0.238318,5
0.209589,0.214953,6
0.259817,0.261682,7
0.383105,0.383178,8
0.478995,0.485981,9
0.501826,0.518692,10
0.49726,0.509346,11
0.442466,0.439252,12
0.369406,0.364486,13
0.314612,0.336449,14
0.337443,0.336449,15
0.337443,0.336449,16
0.328311,0.317757,17
0.319178,0.317757,18
0.328311,0.341121,19
0.328311,0.327103,20
0.310046,0.308411,21
0.396804,0.38785,22
0.351142,0.350467,23
0.295434,0.294393,0
0.249772,0.242991,1
0.208676,0.214953,2
0.189498,0.182243,3
0.171233,0.172897,4
0.175799,0.172897,5
0.108219,0.102804,6
0.112785,0.107477,7
0.172146,0.158879,8
0.249772,0.242991,9
0.281735,0.275701,10
0.281735,0.280374,11
0.284475,0.285047,12
0.247945,0.242991,13
0.215982,0.21028,14
0.202283,0.196262,15
0.188584,0.182243,16
0.179452,0.182243,17
0.184018,0.182243,18
0.206849,0.21028,19
0.238813,0.242991,20
0.270776,0.261682,21
0.382192,0.392523,22
0.368493,0.378505,23
0.289954,0.299065,0
0.239726,0.242991,1
0.194064,0.205607,2
0.189498,0.186916,3
0.184932,0.186916,4
0.207763,0.200935,5
0.203196,0.21028,6
0.312785,0.350467,7
0.486301,0.490654,8
0.614155,0.602804,9
0.623288,0.640187,10
0.646119,0.640187,11
0.600457,0.598131,12
0.563927,0.579439,13
0.573059,0.537383,14
0.591324,0.607477,15
0.586758,0.607477,16
0.568493,0.579439,17
0.5,0.523364,18
0.481735,0.471963,19
0.413242,0.434579,20
0.426941,0.439252,21
0.5,0.514019,22
0.440639,0.443925,23
0.358447,0.350467,0
0.294521,0.28972,1
0.258904,0.247664,2
0.249772,0.238318,3
0.245205,0.238318,4
0.258904,0.252336,5
0.217808,0.247664,6
0.340183,0.341121,7
0.53653,0.537383,8
0.636986,0.67757,9
0.655251,0.67757,10
0.664384,0.691589,11
0.63242,0.64486,12
0.568493,0.598131,13
0.600457,0.61215,14
0.600457,0.626168,15
0.609589,0.635514,16
0.568493,0.588785,17
0.541096,0.546729,18
0.5,0.518692,19
0.445205,0.443925,20
0.440639,0.443925,21
0.504566,0.518692,22
0.462557,0.439252,23
0.366667,0.373832,0
0.311872,0.313084,1
0.270776,0.275701,2
0.243379,0.247664,3
0.247945,0.247664,4
0.257078,0.261682,5
0.243379,0.252336,6
0.321005,0.32243,7
0.521918,0.53271,8
0.640639,0.658879,9
0.66347,0.672897,10
0.672603,0.691589,11
0.645205,0.663551,12
0.594977,0.607477,13
0.619635,0.626168,14
0.624201,0.635514,15
0.6379,0.649533,16
0.587671,0.602804,17
0.560274,0.570093,18
0.519178,0.523364,19
0.473516,0.471963,20
0.478082,0.46729,21
0.510046,0.518692,22
0.446119,0.476636,23
0.368493,0.369159,0
0.307306,0.299065,1
0.26621,0.261682,2
0.252511,0.252336,3
0.243379,0.242991,4
0.26621,0.266355,5
0.234247,0.224299,6
0.3621,0.303738,7
0.53105,0.495327,8
0.649772,0.658879,9
0.672603,0.691589,10
0.677169,0.705607,11
0.640639,0.696262,12
0.60411,0.621495,13
0.60411,0.626168,14
0.622374,0.640187,15
0.622374,0.626168,16
0.585845,0.593458,17
0.544749,0.542056,18
0.535616,0.523364,19
0.453425,0.453271,20
0.462557,0.462617,21
0.494521,0.504673,22
0.444292,0.448598,23
0.389498,0.378505,0
0.298174,0.313084,1
0.26621,0.261682,2
0.238813,0.247664,3
0.238813,0.247664,4
0.243379,0.247664,5
0.234247,0.219626,6
0.346119,0.350467,7
0.547032,0.574766,8
0.656621,0.668224,9
0.679452,0.686916,10
0.684018,0.691589,11
0.656621,0.663551,12
0.59726,0.616822,13
0.606393,0.616822,14
0.642922,0.663551,15
0.629224,0.64486,16
0.59726,0.588785,17
0.560731,0.570093,18
0.519635,0.528037,19
0.467123,0.453271,20
0.439726,0.439252,21
0.476256,0.476636,22
0.43516,0.462617,23
